date,filename,filename_id,fish_detected,confidence,actual_class,predicted_class,reason
2025-01-07,2025-01-07_11_14_10_(18642)_mackerel_input.jpeg,(18642)_(1),2,[    0.95411     0.95154],Bad,Good,0.287
2025-01-07,2025-01-07_11_14_10_(18642)_mackerel_input.jpeg,(18642)_(2),2,[    0.95411     0.95154],Bad,Good,0.964
2025-01-07,2025-01-07_11_13_58_(18640)_mackerel_input.jpeg,(18640)_(1),2,[    0.94833       0.953],Good,Good,0.969
2025-01-07,2025-01-07_11_13_58_(18640)_mackerel_input.jpeg,(18640)_(2),2,[    0.94833       0.953],Good,Good,0.969
2025-01-07,2025-01-07_11_09_15_(18613)_mackerel_input.jpeg,(18613)_(1),2,[     0.9507     0.95924],Good,Good,0.976
2025-01-07,2025-01-07_11_09_15_(18613)_mackerel_input.jpeg,(18613)_(2),2,[     0.9507     0.95924],Good,Good,0.989
2025-01-07,2025-01-07_11_06_05_(18607)_mackerel_input.jpeg,(18607)_(1),2,[    0.94788      0.9576],Good,Good,0.991
2025-01-07,2025-01-07_11_06_05_(18607)_mackerel_input.jpeg,(18607)_(2),2,[    0.94788      0.9576],Good,Good,0.968
2025-01-07,2025-01-07_11_09_23_(18614)_mackerel_input.jpeg,(18614)_(1),2,[    0.92663     0.93828],Good,Good,0.968
2025-01-07,2025-01-07_11_09_23_(18614)_mackerel_input.jpeg,(18614)_(2),2,[    0.92663     0.93828],Good,Good,0.978
2025-01-07,2025-01-07_11_05_24_(18603)_mackerel_input.jpeg,(18603)_(1),2,[    0.94541     0.95164],Good,Good,0.905
2025-01-07,2025-01-07_11_05_24_(18603)_mackerel_input.jpeg,(18603)_(2),2,[    0.94541     0.95164],Good,Good,0.965
2025-01-07,2025-01-07_10_52_56_(18545)_mackerel_input.jpeg,(18545)_(1),2,[    0.94058     0.94416],Good,Good,0.983
2025-01-07,2025-01-07_10_52_56_(18545)_mackerel_input.jpeg,(18545)_(2),2,[    0.94058     0.94416],Good,Good,0.942
2025-01-07,2025-01-07_11_11_22_(18625)_mackerel_input.jpeg,(18625)_(1),2,[    0.95091      0.9538],Good,Good,0.975
2025-01-07,2025-01-07_11_11_22_(18625)_mackerel_input.jpeg,(18625)_(2),2,[    0.95091      0.9538],Good,Good,0.901
2025-01-07,2025-01-07_10_52_45_(18543)_mackerel_input.jpeg,(18543)_(1),2,[    0.95428     0.94343],Good,Good,0.989
2025-01-07,2025-01-07_10_52_45_(18543)_mackerel_input.jpeg,(18543)_(2),2,[    0.95428     0.94343],Good,Good,0.391
2025-01-07,2025-01-07_10_56_47_(18561)_mackerel_input.jpeg,(18561)_(1),2,[    0.94695     0.93819],Good,Good,0.983
2025-01-07,2025-01-07_10_56_47_(18561)_mackerel_input.jpeg,(18561)_(2),2,[    0.94695     0.93819],Good,Good,0.986
2025-01-07,2025-01-07_10_54_36_(18551)_mackerel_input.jpeg,(18551)_(1),2,[    0.96527     0.95872],Good,Good,0.969
2025-01-07,2025-01-07_10_54_36_(18551)_mackerel_input.jpeg,(18551)_(2),2,[    0.96527     0.95872],Good,Good,0.915
2025-01-07,2025-01-07_11_12_24_(18631)_mackerel_input.jpeg,(18631)_(1),2,[    0.94048     0.95085],Good,Good,0.984
2025-01-07,2025-01-07_11_12_24_(18631)_mackerel_input.jpeg,(18631)_(2),2,[    0.94048     0.95085],Good,Good,0.952
2025-01-07,2025-01-07_11_01_23_(18582)_mackerel_input.jpeg,(18582)_(1),2,[    0.95413     0.95218],Good,Good,0.989
2025-01-07,2025-01-07_11_01_23_(18582)_mackerel_input.jpeg,(18582)_(2),2,[    0.95413     0.95218],Good,Good,0.967
2025-01-07,2025-01-07_11_06_14_(18608)_mackerel_input.jpeg,(18608)_(1),2,[    0.95485     0.94531],Good,Good,0.984
2025-01-07,2025-01-07_11_06_14_(18608)_mackerel_input.jpeg,(18608)_(2),2,[    0.95485     0.94531],Good,Good,0.986
2025-01-07,2025-01-07_11_04_24_(18597)_mackerel_input.jpeg,(18597)_(1),2,[    0.93737       0.948],Good,Good,0.982
2025-01-07,2025-01-07_11_04_24_(18597)_mackerel_input.jpeg,(18597)_(2),2,[    0.93737       0.948],Good,Good,0.976
2025-01-07,2025-01-07_11_03_10_(18591)_mackerel_input.jpeg,(18591)_(1),2,[    0.95712     0.95394],Good,Good,0.968
2025-01-07,2025-01-07_11_03_10_(18591)_mackerel_input.jpeg,(18591)_(2),2,[    0.95712     0.95394],Good,Good,0.986
2025-01-07,2025-01-07_11_06_49_(18611)_mackerel_input.jpeg,(18611)_(1),2,[    0.94259     0.94537],Good,Good,0.97
2025-01-07,2025-01-07_11_06_49_(18611)_mackerel_input.jpeg,(18611)_(2),2,[    0.94259     0.94537],Good,Good,0.956
2025-01-07,2025-01-07_11_10_26_(18620)_mackerel_input.jpeg,(18620)_(1),2,[    0.95352     0.94741],Good,Good,0.987
2025-01-07,2025-01-07_11_10_26_(18620)_mackerel_input.jpeg,(18620)_(2),2,[    0.95352     0.94741],Good,Good,0.986
2025-01-07,2025-01-07_11_10_36_(18621)_mackerel_input.jpeg,(18621)_(1),2,[    0.95325     0.94057],Good,Good,0.979
2025-01-07,2025-01-07_11_10_36_(18621)_mackerel_input.jpeg,(18621)_(2),2,[    0.95325     0.94057],Good,Good,0.979
2025-01-07,2025-01-07_11_00_49_(18578)_mackerel_input.jpeg,(18578)_(1),2,[    0.96004     0.94714],Good,Good,0.924
2025-01-07,2025-01-07_11_00_49_(18578)_mackerel_input.jpeg,(18578)_(2),2,[    0.96004     0.94714],Good,Good,0.931
2025-01-07,2025-01-07_11_01_14_(18581)_mackerel_input.jpeg,(18581)_(1),2,[    0.94116     0.95616],Good,Good,0.988
2025-01-07,2025-01-07_11_01_14_(18581)_mackerel_input.jpeg,(18581)_(2),2,[    0.94116     0.95616],Good,Good,0.99
2025-01-07,2025-01-07_10_56_54_(18562)_mackerel_input.jpeg,(18562)_(1),2,[    0.94492     0.94962],Good,Good,0.983
2025-01-07,2025-01-07_10_56_54_(18562)_mackerel_input.jpeg,(18562)_(2),2,[    0.94492     0.94962],Good,Good,0.906
2025-01-07,2025-01-07_11_01_40_(18584)_mackerel_input.jpeg,(18584)_(1),2,[    0.94997     0.92603],Good,Good,0.884
2025-01-07,2025-01-07_11_01_40_(18584)_mackerel_input.jpeg,(18584)_(2),2,[    0.94997     0.92603],Good,Good,0.963
2025-01-07,2025-01-07_10_58_43_(18568)_mackerel_input.jpeg,(18568)_(1),2,[    0.94828     0.94767],Good,Good,0.936
2025-01-07,2025-01-07_10_58_43_(18568)_mackerel_input.jpeg,(18568)_(2),2,[    0.94828     0.94767],Good,Good,0.976
2025-01-07,2025-01-07_10_59_01_(18570)_mackerel_input.jpeg,(18570)_(1),2,[      0.944     0.94957],Good,Good,0.988
2025-01-07,2025-01-07_10_59_01_(18570)_mackerel_input.jpeg,(18570)_(2),2,[      0.944     0.94957],Good,Good,0.274
2025-01-07,2025-01-07_10_55_13_(18556)_mackerel_input.jpeg,(18556)_(1),2,[    0.95187     0.94953],Good,Good,0.951
2025-01-07,2025-01-07_10_55_13_(18556)_mackerel_input.jpeg,(18556)_(2),2,[    0.95187     0.94953],Good,Good,0.949
2025-01-07,2025-01-07_11_11_00_(18623)_mackerel_input.jpeg,(18623)_(1),2,[    0.95156     0.95168],Good,Good,0.986
2025-01-07,2025-01-07_11_11_00_(18623)_mackerel_input.jpeg,(18623)_(2),2,[    0.95156     0.95168],Good,Good,0.973
2025-01-07,2025-01-07_11_10_14_(18619)_mackerel_input.jpeg,(18619)_(1),2,[    0.93371     0.93734],Good,Good,0.988
2025-01-07,2025-01-07_11_10_14_(18619)_mackerel_input.jpeg,(18619)_(2),2,[    0.93371     0.93734],Good,Good,0.986
2025-01-07,2025-01-07_10_57_20_(18564)_mackerel_input.jpeg,(18564)_(1),2,[    0.94593     0.95474],Good,Good,0.937
2025-01-07,2025-01-07_10_57_20_(18564)_mackerel_input.jpeg,(18564)_(2),2,[    0.94593     0.95474],Good,Good,0.945
2025-01-07,2025-01-07_10_56_29_(18559)_mackerel_input.jpeg,(18559)_(1),2,[     0.9376     0.95259],Good,Good,0.872
2025-01-07,2025-01-07_10_56_29_(18559)_mackerel_input.jpeg,(18559)_(2),2,[     0.9376     0.95259],Good,Good,0.985
2025-01-07,2025-01-07_10_53_08_(18546)_mackerel_input.jpeg,(18546)_(1),2,[    0.94782     0.94196],Good,Good,0.98
2025-01-07,2025-01-07_10_53_08_(18546)_mackerel_input.jpeg,(18546)_(2),2,[    0.94782     0.94196],Good,Good,0.969
2025-01-07,2025-01-07_10_59_47_(18575)_mackerel_input.jpeg,(18575)_(1),2,[    0.94587     0.94534],Good,Good,0.964
2025-01-07,2025-01-07_10_59_47_(18575)_mackerel_input.jpeg,(18575)_(2),2,[    0.94587     0.94534],Good,Good,0.976
2025-01-07,2025-01-07_11_00_05_(18577)_mackerel_input.jpeg,(18577)_(1),2,[    0.94179     0.93521],Good,Good,0.925
2025-01-07,2025-01-07_11_00_05_(18577)_mackerel_input.jpeg,(18577)_(2),2,[    0.94179     0.93521],Good,Good,0.979
2025-01-07,2025-01-07_11_00_58_(18579)_mackerel_input.jpeg,(18579)_(1),2,[    0.94912     0.94923],Good,Good,0.745
2025-01-07,2025-01-07_11_00_58_(18579)_mackerel_input.jpeg,(18579)_(2),2,[    0.94912     0.94923],Good,Good,0.935
2025-01-07,2025-01-07_10_51_26_(18541)_mackerel_input.jpeg,(18541)_(1),2,[    0.92352     0.93964],Good,Good,0.982
2025-01-07,2025-01-07_10_51_26_(18541)_mackerel_input.jpeg,(18541)_(2),2,[    0.92352     0.93964],Good,Good,0.79
2025-01-07,2025-01-07_11_06_37_(18610)_mackerel_input.jpeg,(18610)_(1),2,[    0.96202     0.94268],Good,Good,0.985
2025-01-07,2025-01-07_11_06_37_(18610)_mackerel_input.jpeg,(18610)_(2),2,[    0.96202     0.94268],Good,Good,0.963
2025-01-07,2025-01-07_10_53_33_(18549)_mackerel_input.jpeg,(18549)_(1),2,[    0.95066     0.94501],Good,Good,0.983
2025-01-07,2025-01-07_10_53_33_(18549)_mackerel_input.jpeg,(18549)_(2),2,[    0.95066     0.94501],Good,Good,0.462
2025-01-07,2025-01-07_11_14_04_(18641)_mackerel_input.jpeg,(18641)_(1),2,[    0.94384     0.94142],Good,Good,0.949
2025-01-07,2025-01-07_11_14_04_(18641)_mackerel_input.jpeg,(18641)_(2),2,[    0.94384     0.94142],Good,Good,0.985
2025-01-07,2025-01-07_11_12_52_(18634)_mackerel_input.jpeg,(18634)_(1),2,[    0.95631     0.94952],Good,Good,0.973
2025-01-07,2025-01-07_11_12_52_(18634)_mackerel_input.jpeg,(18634)_(2),2,[    0.95631     0.94952],Good,Good,0.956
2025-01-07,2025-01-07_11_13_54_(18639)_mackerel_input.jpeg,(18639)_(1),2,[    0.94024     0.94479],Good,Good,0.985
2025-01-07,2025-01-07_11_13_54_(18639)_mackerel_input.jpeg,(18639)_(2),2,[    0.94024     0.94479],Good,Good,0.975
2025-01-07,2025-01-07_11_05_13_(18602)_mackerel_input.jpeg,(18602)_(1),2,[    0.95451     0.95464],Good,Good,0.966
2025-01-07,2025-01-07_11_05_13_(18602)_mackerel_input.jpeg,(18602)_(2),2,[    0.95451     0.95464],Good,Good,0.954
2025-01-07,2025-01-07_11_12_33_(18632)_mackerel_input.jpeg,(18632)_(1),2,[      0.942     0.94938],Good,Good,0.895
2025-01-07,2025-01-07_11_12_33_(18632)_mackerel_input.jpeg,(18632)_(2),2,[      0.942     0.94938],Good,Good,0.987
2025-01-07,2025-01-07_11_11_10_(18624)_mackerel_input.jpeg,(18624)_(1),2,[    0.94445     0.95481],Good,Good,0.747
2025-01-07,2025-01-07_11_11_10_(18624)_mackerel_input.jpeg,(18624)_(2),2,[    0.94445     0.95481],Good,Good,0.923
2025-01-07,2025-01-07_10_58_53_(18569)_mackerel_input.jpeg,(18569)_(1),2,[    0.95081     0.95778],Good,Good,0.981
2025-01-07,2025-01-07_10_58_53_(18569)_mackerel_input.jpeg,(18569)_(2),2,[    0.95081     0.95778],Good,Good,0.934
2025-01-07,2025-01-07_11_04_35_(18598)_mackerel_input.jpeg,(18598)_(1),2,[    0.94484     0.94591],Good,Good,0.985
2025-01-07,2025-01-07_11_04_35_(18598)_mackerel_input.jpeg,(18598)_(2),2,[    0.94484     0.94591],Good,Good,0.985
2025-01-07,2025-01-07_11_10_06_(18618)_mackerel_input.jpeg,(18618)_(1),2,[    0.94771     0.95893],Good,Good,0.901
2025-01-07,2025-01-07_11_10_06_(18618)_mackerel_input.jpeg,(18618)_(2),2,[    0.94771     0.95893],Good,Good,0.983
2025-01-07,2025-01-07_11_02_25_(18586)_mackerel_input.jpeg,(18586)_(1),2,[    0.93914     0.95047],Good,Good,0.943
2025-01-07,2025-01-07_11_02_25_(18586)_mackerel_input.jpeg,(18586)_(2),2,[    0.93914     0.95047],Good,Good,0.974
2025-01-07,2025-01-07_10_57_47_(18565)_mackerel_input.jpeg,(18565)_(1),2,[    0.93874      0.9269],Good,Good,0.95
2025-01-07,2025-01-07_10_57_47_(18565)_mackerel_input.jpeg,(18565)_(2),2,[    0.93874      0.9269],Good,Good,0.99
2025-01-07,2025-01-07_11_05_57_(18606)_mackerel_input.jpeg,(18606)_(1),2,[    0.94448     0.95076],Good,Good,0.977
2025-01-07,2025-01-07_11_05_57_(18606)_mackerel_input.jpeg,(18606)_(2),2,[    0.94448     0.95076],Good,Good,0.965
2025-01-07,2025-01-07_11_11_53_(18628)_mackerel_input.jpeg,(18628)_(1),2,[     0.9465      0.9382],Good,Good,0.874
2025-01-07,2025-01-07_11_11_53_(18628)_mackerel_input.jpeg,(18628)_(2),2,[     0.9465      0.9382],Good,Good,0.967
2025-01-07,2025-01-07_10_54_42_(18552)_mackerel_input.jpeg,(18552)_(1),2,[    0.95837     0.95657],Good,Good,0.975
2025-01-07,2025-01-07_10_54_42_(18552)_mackerel_input.jpeg,(18552)_(2),2,[    0.95837     0.95657],Good,Good,0.987
2025-01-07,2025-01-07_10_53_25_(18548)_mackerel_input.jpeg,(18548)_(1),2,[    0.95093     0.96009],Good,Good,0.98
2025-01-07,2025-01-07_10_53_25_(18548)_mackerel_input.jpeg,(18548)_(2),2,[    0.95093     0.96009],Good,Good,0.966
2025-01-07,2025-01-07_11_10_46_(18622)_mackerel_input.jpeg,(18622)_(1),2,[    0.94367     0.93905],Good,Good,0.988
2025-01-07,2025-01-07_11_10_46_(18622)_mackerel_input.jpeg,(18622)_(2),2,[    0.94367     0.93905],Good,Good,0.976
2025-01-07,2025-01-07_11_05_47_(18605)_mackerel_input.jpeg,(18605)_(1),2,[    0.94618     0.94478],Good,Good,0.978
2025-01-07,2025-01-07_11_05_47_(18605)_mackerel_input.jpeg,(18605)_(2),2,[    0.94618     0.94478],Good,Good,0.978
2025-01-07,2025-01-07_10_54_30_(18550)_mackerel_input.jpeg,(18550)_(1),2,[    0.93971     0.94226],Good,Good,0.964
2025-01-07,2025-01-07_10_54_30_(18550)_mackerel_input.jpeg,(18550)_(2),2,[    0.93971     0.94226],Good,Good,0.987
2025-01-07,2025-01-07_11_02_42_(18588)_mackerel_input.jpeg,(18588)_(1),2,[    0.93912     0.94591],Good,Good,0.981
2025-01-07,2025-01-07_11_02_42_(18588)_mackerel_input.jpeg,(18588)_(2),2,[    0.93912     0.94591],Good,Good,0.93
2025-01-07,2025-01-07_10_56_39_(18560)_mackerel_input.jpeg,(18560)_(1),2,[    0.95223     0.94291],Good,Good,0.971
2025-01-07,2025-01-07_10_56_39_(18560)_mackerel_input.jpeg,(18560)_(2),2,[    0.95223     0.94291],Good,Good,0.953
2025-01-07,2025-01-07_10_52_36_(18542)_mackerel_input.jpeg,(18542)_(1),2,[    0.94694     0.94536],Good,Good,0.981
2025-01-07,2025-01-07_10_52_36_(18542)_mackerel_input.jpeg,(18542)_(2),2,[    0.94694     0.94536],Good,Good,0.99
2025-01-07,2025-01-07_11_13_28_(18638)_mackerel_input.jpeg,(18638)_(1),2,[    0.94897     0.93989],Good,Good,0.963
2025-01-07,2025-01-07_11_13_28_(18638)_mackerel_input.jpeg,(18638)_(2),2,[    0.94897     0.93989],Good,Good,0.983
2025-01-07,2025-01-07_10_55_28_(18558)_mackerel_input.jpeg,(18558)_(1),2,[    0.93918     0.95209],Good,Good,0.953
2025-01-07,2025-01-07_10_55_28_(18558)_mackerel_input.jpeg,(18558)_(2),2,[    0.93918     0.95209],Good,Good,0.961
2025-01-07,2025-01-07_11_01_47_(18585)_mackerel_input.jpeg,(18585)_(1),2,[    0.94097     0.94346],Good,Good,0.981
2025-01-07,2025-01-07_11_01_47_(18585)_mackerel_input.jpeg,(18585)_(2),2,[    0.94097     0.94346],Good,Good,0.952
2025-01-07,2025-01-07_11_02_32_(18587)_mackerel_input.jpeg,(18587)_(1),2,[    0.95212     0.93953],Good,Good,0.969
2025-01-07,2025-01-07_11_02_32_(18587)_mackerel_input.jpeg,(18587)_(2),2,[    0.95212     0.93953],Good,Bad,Softness-0.15199999511241913
2025-01-07,2025-01-07_10_55_06_(18555)_mackerel_input.jpeg,(18555)_(1),2,[    0.93265     0.94336],Good,Good,0.983
2025-01-07,2025-01-07_10_55_06_(18555)_mackerel_input.jpeg,(18555)_(2),2,[    0.93265     0.94336],Good,Good,0.982
2025-01-07,2025-01-07_11_13_09_(18636)_mackerel_input.jpeg,(18636)_(1),2,[    0.95184     0.95181],Good,Good,0.987
2025-01-07,2025-01-07_11_13_09_(18636)_mackerel_input.jpeg,(18636)_(2),2,[    0.95184     0.95181],Good,Good,0.948
2025-01-07,2025-01-07_10_51_00_(18537)_mackerel_input.jpeg,(18537)_(1),2,[    0.94815     0.94836],Good,Good,0.374
2025-01-07,2025-01-07_10_51_00_(18537)_mackerel_input.jpeg,(18537)_(2),2,[    0.94815     0.94836],Good,Good,0.88
2025-01-07,2025-01-07_11_02_58_(18590)_mackerel_input.jpeg,(18590)_(1),2,[    0.95748     0.95626],Good,Good,0.975
2025-01-07,2025-01-07_11_02_58_(18590)_mackerel_input.jpeg,(18590)_(2),2,[    0.95748     0.95626],Good,Good,0.948
2025-01-07,2025-01-07_10_59_30_(18573)_mackerel_input.jpeg,(18573)_(1),2,[    0.94789     0.94712],Good,Good,0.985
2025-01-07,2025-01-07_10_59_30_(18573)_mackerel_input.jpeg,(18573)_(2),2,[    0.94789     0.94712],Good,Good,0.969
2025-01-07,2025-01-07_11_06_25_(18609)_mackerel_input.jpeg,(18609)_(1),2,[    0.91817     0.94288],Good,Good,0.988
2025-01-07,2025-01-07_11_06_25_(18609)_mackerel_input.jpeg,(18609)_(2),2,[    0.91817     0.94288],Good,Good,0.871
2025-01-07,2025-01-07_10_52_49_(18544)_mackerel_input.jpeg,(18544)_(1),2,[     0.9531     0.94684],Good,Good,0.978
2025-01-07,2025-01-07_10_52_49_(18544)_mackerel_input.jpeg,(18544)_(2),2,[     0.9531     0.94684],Good,Good,0.947
2025-01-07,2025-01-07_10_59_38_(18574)_mackerel_input.jpeg,(18574)_(1),2,[     0.9442      0.9478],Good,Good,0.893
2025-01-07,2025-01-07_10_59_38_(18574)_mackerel_input.jpeg,(18574)_(2),2,[     0.9442      0.9478],Good,Good,0.972
2025-01-07,2025-01-07_11_05_05_(18601)_mackerel_input.jpeg,(18601)_(1),2,[    0.95152     0.95715],Good,Good,0.99
2025-01-07,2025-01-07_11_05_05_(18601)_mackerel_input.jpeg,(18601)_(2),2,[    0.95152     0.95715],Good,Good,0.859
2025-01-07,2025-01-07_10_53_13_(18547)_mackerel_input.jpeg,(18547)_(1),2,[    0.94596     0.93864],Good,Good,0.981
2025-01-07,2025-01-07_10_53_13_(18547)_mackerel_input.jpeg,(18547)_(2),2,[    0.94596     0.93864],Good,Good,0.99
2025-01-07,2025-01-07_11_01_07_(18580)_mackerel_input.jpeg,(18580)_(1),2,[     0.9481     0.93084],Good,Good,0.944
2025-01-07,2025-01-07_11_01_07_(18580)_mackerel_input.jpeg,(18580)_(2),2,[     0.9481     0.93084],Good,Good,0.944
2025-01-07,2025-01-07_11_03_35_(18593)_mackerel_input.jpeg,(18593)_(1),2,[    0.94239     0.95136],Good,Good,0.989
2025-01-07,2025-01-07_11_03_35_(18593)_mackerel_input.jpeg,(18593)_(2),2,[    0.94239     0.95136],Good,Good,0.975
2025-01-07,2025-01-07_11_14_43_(18645)_mackerel_input.jpeg,(18645)_(1),2,[    0.95674     0.95318],Good,Good,0.986
2025-01-07,2025-01-07_11_14_43_(18645)_mackerel_input.jpeg,(18645)_(2),2,[    0.95674     0.95318],Good,Good,0.988
2025-01-07,2025-01-07_11_03_24_(18592)_mackerel_input.jpeg,(18592)_(1),2,[    0.94035      0.9395],Good,Good,0.974
2025-01-07,2025-01-07_11_03_24_(18592)_mackerel_input.jpeg,(18592)_(2),2,[    0.94035      0.9395],Good,Good,0.946
2025-01-07,2025-01-07_10_59_11_(18571)_mackerel_input.jpeg,(18571)_(1),2,[    0.94207     0.94673],Good,Good,0.958
2025-01-07,2025-01-07_10_59_11_(18571)_mackerel_input.jpeg,(18571)_(2),2,[    0.94207     0.94673],Good,Good,0.972
2025-01-07,2025-01-07_10_54_51_(18553)_mackerel_input.jpeg,(18553)_(1),2,[    0.94608     0.95792],Good,Good,0.909
2025-01-07,2025-01-07_10_54_51_(18553)_mackerel_input.jpeg,(18553)_(2),2,[    0.94608     0.95792],Good,Good,0.938
2025-01-07,2025-01-07_11_05_32_(18604)_mackerel_input.jpeg,(18604)_(1),2,[    0.94397     0.95349],Good,Good,0.761
2025-01-07,2025-01-07_11_05_32_(18604)_mackerel_input.jpeg,(18604)_(2),2,[    0.94397     0.95349],Good,Good,0.842
2025-01-07,2025-01-07_11_12_03_(18629)_mackerel_input.jpeg,(18629)_(1),2,[     0.9504      0.9539],Good,Good,0.983
2025-01-07,2025-01-07_11_12_03_(18629)_mackerel_input.jpeg,(18629)_(2),2,[     0.9504      0.9539],Good,Good,0.974
2025-01-07,2025-01-07_11_13_01_(18635)_mackerel_input.jpeg,(18635)_(1),2,[    0.94824     0.94962],Good,Good,0.983
2025-01-07,2025-01-07_11_13_01_(18635)_mackerel_input.jpeg,(18635)_(2),2,[    0.94824     0.94962],Good,Good,0.99
2025-01-07,2025-01-07_11_02_49_(18589)_mackerel_input.jpeg,(18589)_(1),2,[    0.93521     0.94814],Good,Good,0.898
2025-01-07,2025-01-07_11_02_49_(18589)_mackerel_input.jpeg,(18589)_(2),2,[    0.93521     0.94814],Good,Good,0.937
