date,filename,filename_id,fish_detected,confidence,actual_class,predicted_class,reason
2025-01-25,2025-01-25_11_31_08_(19153)_mackerel_input.jpeg,(19153)_(2),2,[    0.94276     0.95407],Good,Good,0.439
2025-01-25,2025-01-25_11_28_56_(19142)_mackerel_input.jpeg,(19142)_(1),2,[    0.94852     0.94877],Good,Good,0.984
2025-01-25,2025-01-25_11_28_56_(19142)_mackerel_input.jpeg,(19142)_(2),2,[    0.94852     0.94877],Good,Good,0.976
2025-01-25,2025-01-25_11_38_12_(19162)_mackerel_input.jpeg,(19162)_(1),2,[    0.95637     0.94397],Good,Good,0.991
2025-01-25,2025-01-25_11_38_12_(19162)_mackerel_input.jpeg,(19162)_(2),2,[    0.95637     0.94397],Good,Good,0.981
2025-01-25,2025-01-25_11_39_41_(19175)_mackerel_input.jpeg,(19175)_(1),2,[    0.95099     0.95753],Good,Good,0.738
2025-01-25,2025-01-25_11_39_41_(19175)_mackerel_input.jpeg,(19175)_(2),2,[    0.95099     0.95753],Good,Good,0.815
2025-01-25,2025-01-25_11_39_34_(19174)_mackerel_input.jpeg,(19174)_(1),2,[    0.95148     0.95929],Good,Good,0.98
2025-01-25,2025-01-25_11_39_34_(19174)_mackerel_input.jpeg,(19174)_(2),2,[    0.95148     0.95929],Good,Good,0.988
2025-01-25,2025-01-25_11_31_19_(19155)_mackerel_input.jpeg,(19155)_(1),2,[    0.95136     0.95783],Good,Good,0.961
2025-01-25,2025-01-25_11_31_19_(19155)_mackerel_input.jpeg,(19155)_(2),2,[    0.95136     0.95783],Good,Good,0.902
2025-01-25,2025-01-25_11_31_24_(19156)_mackerel_input.jpeg,(19156)_(1),2,[    0.94921     0.94421],Good,Good,0.867
2025-01-25,2025-01-25_11_31_24_(19156)_mackerel_input.jpeg,(19156)_(2),2,[    0.94921     0.94421],Good,Good,0.986
2025-01-25,2025-01-25_11_21_48_(19139)_mackerel_input.jpeg,(19139)_(1),2,[    0.94564     0.95202],Good,Good,0.984
2025-01-25,2025-01-25_11_21_48_(19139)_mackerel_input.jpeg,(19139)_(2),2,[    0.94564     0.95202],Good,Good,0.987
2025-01-25,2025-01-25_11_39_47_(19176)_mackerel_input.jpeg,(19176)_(1),2,[    0.95311     0.94488],Good,Good,0.991
2025-01-25,2025-01-25_11_39_47_(19176)_mackerel_input.jpeg,(19176)_(2),2,[    0.95311     0.94488],Good,Good,0.989
2025-01-25,2025-01-25_11_28_40_(19140)_mackerel_input.jpeg,(19140)_(1),2,[    0.95135     0.94247],Good,Good,0.975
2025-01-25,2025-01-25_11_28_40_(19140)_mackerel_input.jpeg,(19140)_(2),2,[    0.95135     0.94247],Good,Good,0.975
2025-01-25,2025-01-25_11_20_50_(19131)_mackerel_input.jpeg,(19131)_(1),2,[    0.94959     0.95798],Good,Good,0.947
2025-01-25,2025-01-25_11_20_50_(19131)_mackerel_input.jpeg,(19131)_(2),2,[    0.94959     0.95798],Good,Good,0.988
2025-01-28,2025-01-28_10_51_47_(19209)_mackerel_input.jpeg,(19209)_(1),2,[    0.91254     0.93708],Bad,Bad,Softness-0.023000000044703484
2025-01-28,2025-01-28_10_51_47_(19209)_mackerel_input.jpeg,(19209)_(2),2,[    0.91254     0.93708],Bad,Bad,Softness-0.05999999865889549
2025-01-28,2025-01-28_10_43_45_(19185)_mackerel_input.jpeg,(19185)_(1),2,[    0.94924      0.9484],Bad,Bad,Softness-0.023000000044703484
2025-01-28,2025-01-28_10_43_45_(19185)_mackerel_input.jpeg,(19185)_(2),2,[    0.94924      0.9484],Bad,Bad,Softness-0.10300000011920929
2025-01-28,2025-01-28_10_43_16_(19181)_mackerel_input.jpeg,(19181)_(1),2,[    0.94633     0.93957],Bad,Bad,Softness-0.010999999940395355
2025-01-28,2025-01-28_10_43_16_(19181)_mackerel_input.jpeg,(19181)_(2),2,[    0.94633     0.93957],Bad,Bad,Softness-0.006000000052154064
2025-01-28,2025-01-28_10_53_39_(19220)_mackerel_input.jpeg,(19220)_(1),2,[     0.9454     0.95761],Bad,Bad,Softness-0.05000000074505806
2025-01-28,2025-01-28_10_53_39_(19220)_mackerel_input.jpeg,(19220)_(2),2,[     0.9454     0.95761],Bad,Bad,Softness-0.019999999552965164
2025-01-28,2025-01-28_10_44_10_(19188)_mackerel_input.jpeg,(19188)_(1),2,[    0.95611     0.95728],Bad,Good,0.702
2025-01-28,2025-01-28_10_44_10_(19188)_mackerel_input.jpeg,(19188)_(2),2,[    0.95611     0.95728],Bad,Bad,Softness-0.03999999910593033
2025-01-28,2025-01-28_10_49_54_(19196)_mackerel_input.jpeg,(19196)_(1),2,[    0.94681      0.9503],Bad,Bad,Softness-0.25999999046325684
2025-01-28,2025-01-28_10_49_54_(19196)_mackerel_input.jpeg,(19196)_(2),2,[    0.94681      0.9503],Bad,Bad,Softness-0.0860000029206276
2025-01-28,2025-01-28_10_52_29_(19214)_mackerel_input.jpeg,(19214)_(1),2,[    0.94464     0.93558],Bad,Bad,Softness-0.06599999964237213
2025-01-28,2025-01-28_10_52_29_(19214)_mackerel_input.jpeg,(19214)_(2),2,[    0.94464     0.93558],Bad,Bad,Softness-0.017000000923871994
2025-01-28,2025-01-28_10_43_01_(19179)_mackerel_input.jpeg,(19179)_(1),2,[    0.94626     0.95344],Bad,Bad,Softness-0.08799999952316284
2025-01-28,2025-01-28_10_43_01_(19179)_mackerel_input.jpeg,(19179)_(2),2,[    0.94626     0.95344],Bad,Bad,Softness-0.0820000022649765
2025-01-28,2025-01-28_10_51_04_(19204)_mackerel_input.jpeg,(19204)_(1),2,[     0.9546     0.94802],Bad,Bad,Softness-0.18299999833106995
2025-01-28,2025-01-28_10_51_04_(19204)_mackerel_input.jpeg,(19204)_(2),2,[     0.9546     0.94802],Bad,Good,0.953
2025-01-28,2025-01-28_10_52_49_(19216)_mackerel_input.jpeg,(19216)_(1),2,[    0.95572     0.95366],Bad,Bad,Softness-0.027000000700354576
2025-01-28,2025-01-28_10_52_49_(19216)_mackerel_input.jpeg,(19216)_(2),2,[    0.95572     0.95366],Bad,Bad,Softness-0.017999999225139618
2025-01-28,2025-01-28_10_51_20_(19206)_mackerel_input.jpeg,(19206)_(1),2,[    0.94116     0.95717],Bad,Bad,Softness-0.03700000047683716
2025-01-28,2025-01-28_10_51_20_(19206)_mackerel_input.jpeg,(19206)_(2),2,[    0.94116     0.95717],Bad,Bad,Softness-0.03700000047683716
2025-01-28,2025-01-28_10_53_57_(19222)_mackerel_input.jpeg,(19222)_(1),2,[    0.94979     0.95421],Bad,Bad,Softness-0.014999999664723873
2025-01-28,2025-01-28_10_53_57_(19222)_mackerel_input.jpeg,(19222)_(2),2,[    0.94979     0.95421],Bad,Bad,Softness-0.05700000002980232
2025-01-28,2025-01-28_10_44_00_(19187)_mackerel_input.jpeg,(19187)_(1),2,[    0.94849     0.94862],Bad,Bad,Damaged-0.9198229908943176
2025-01-28,2025-01-28_10_44_00_(19187)_mackerel_input.jpeg,(19187)_(2),2,[    0.94849     0.94862],Bad,Bad,Softness-0.18700000643730164
2025-01-28,2025-01-28_10_42_54_(19178)_mackerel_input.jpeg,(19178)_(1),2,[    0.94062     0.94234],Bad,Bad,Softness-0.004000000189989805
2025-01-28,2025-01-28_10_42_54_(19178)_mackerel_input.jpeg,(19178)_(2),2,[    0.94062     0.94234],Bad,Good,0.904
2025-01-28,2025-01-28_10_50_03_(19197)_mackerel_input.jpeg,(19197)_(1),2,[    0.94465     0.94949],Bad,Bad,Softness-0.23499999940395355
2025-01-28,2025-01-28_10_50_03_(19197)_mackerel_input.jpeg,(19197)_(2),2,[    0.94465     0.94949],Bad,Bad,Softness-0.09300000220537186
2025-01-28,2025-01-28_10_50_56_(19203)_mackerel_input.jpeg,(19203)_(1),2,[     0.9498     0.94616],Bad,Good,0.931
2025-01-28,2025-01-28_10_50_56_(19203)_mackerel_input.jpeg,(19203)_(2),2,[     0.9498     0.94616],Bad,Bad,Softness-0.052000001072883606
2025-01-28,2025-01-28_10_53_28_(19219)_mackerel_input.jpeg,(19219)_(1),2,[    0.94995     0.95408],Bad,Bad,Softness-0.08699999749660492
2025-01-28,2025-01-28_10_53_28_(19219)_mackerel_input.jpeg,(19219)_(2),2,[    0.94995     0.95408],Bad,Bad,Softness-0.004999999888241291
2025-01-28,2025-01-28_10_49_40_(19195)_mackerel_input.jpeg,(19195)_(1),2,[    0.92044      0.9227],Bad,Good,0.671
2025-01-28,2025-01-28_10_49_40_(19195)_mackerel_input.jpeg,(19195)_(2),2,[    0.92044      0.9227],Bad,Good,0.354
2025-01-28,2025-01-28_10_44_48_(19192)_mackerel_input.jpeg,(19192)_(1),2,[    0.94563      0.9623],Bad,Bad,Softness-0.052000001072883606
2025-01-28,2025-01-28_10_44_48_(19192)_mackerel_input.jpeg,(19192)_(2),2,[    0.94563      0.9623],Bad,Bad,Softness-0.03700000047683716
2025-01-28,2025-01-28_10_53_04_(19217)_mackerel_input.jpeg,(19217)_(1),2,[    0.94519     0.94343],Bad,Bad,Softness-0.008999999612569809
2025-01-28,2025-01-28_10_53_04_(19217)_mackerel_input.jpeg,(19217)_(2),2,[    0.94519     0.94343],Bad,Good,0.54
2025-01-28,2025-01-28_10_44_19_(19189)_mackerel_input.jpeg,(19189)_(1),2,[    0.94503      0.9608],Bad,Good,0.913
2025-01-28,2025-01-28_10_44_19_(19189)_mackerel_input.jpeg,(19189)_(2),2,[    0.94503      0.9608],Bad,Good,0.954
2025-01-28,2025-01-28_10_44_58_(19193)_mackerel_input.jpeg,(19193)_(1),2,[    0.95405     0.93635],Bad,Bad,Softness-0.050999999046325684
2025-01-28,2025-01-28_10_44_58_(19193)_mackerel_input.jpeg,(19193)_(2),2,[    0.95405     0.93635],Bad,Good,0.988
2025-01-28,2025-01-28_10_51_38_(19208)_mackerel_input.jpeg,(19208)_(1),2,[    0.94657     0.94885],Bad,Bad,Softness-0.10700000077486038
2025-01-28,2025-01-28_10_51_38_(19208)_mackerel_input.jpeg,(19208)_(2),2,[    0.94657     0.94885],Bad,Good,0.836
2025-01-28,2025-01-28_10_43_37_(19184)_mackerel_input.jpeg,(19184)_(1),2,[    0.95216     0.94161],Bad,Good,0.305
2025-01-28,2025-01-28_10_43_37_(19184)_mackerel_input.jpeg,(19184)_(2),2,[    0.95216     0.94161],Bad,Good,0.924
2025-01-28,2025-01-28_10_43_08_(19180)_mackerel_input.jpeg,(19180)_(1),2,[    0.94676     0.93663],Bad,Good,0.903
2025-01-28,2025-01-28_10_43_08_(19180)_mackerel_input.jpeg,(19180)_(2),2,[    0.94676     0.93663],Bad,Bad,Softness-0.125
2025-01-28,2025-01-28_10_50_24_(19199)_mackerel_input.jpeg,(19199)_(1),2,[    0.94647     0.95942],Bad,Bad,Softness-0.09200000017881393
2025-01-28,2025-01-28_10_50_24_(19199)_mackerel_input.jpeg,(19199)_(2),2,[    0.94647     0.95942],Bad,Good,0.824
2025-01-28,2025-01-28_10_44_39_(19191)_mackerel_input.jpeg,(19191)_(1),2,[    0.94732     0.94682],Bad,Bad,Softness-0.05299999937415123
2025-01-28,2025-01-28_10_44_39_(19191)_mackerel_input.jpeg,(19191)_(2),2,[    0.94732     0.94682],Bad,Bad,Softness-0.10700000077486038
2025-01-28,2025-01-28_10_51_13_(19205)_mackerel_input.jpeg,(19205)_(1),2,[    0.94395     0.95344],Bad,Bad,Softness-0.041999999433755875
2025-01-28,2025-01-28_10_51_13_(19205)_mackerel_input.jpeg,(19205)_(2),2,[    0.94395     0.95344],Bad,Bad,Softness-0.1899999976158142
2025-01-28,2025-01-28_10_43_30_(19183)_mackerel_input.jpeg,(19183)_(1),2,[    0.95264     0.94694],Bad,Bad,Softness-0.04600000008940697
2025-01-28,2025-01-28_10_43_30_(19183)_mackerel_input.jpeg,(19183)_(2),2,[    0.95264     0.94694],Bad,Good,0.652
2025-01-28,2025-01-28_10_44_30_(19190)_mackerel_input.jpeg,(19190)_(1),2,[    0.93433     0.95071],Bad,Bad,Softness-0.22300000488758087
2025-01-28,2025-01-28_10_44_30_(19190)_mackerel_input.jpeg,(19190)_(2),2,[    0.93433     0.95071],Bad,Bad,Softness-0.004000000189989805
2025-01-28,2025-01-28_10_52_19_(19213)_mackerel_input.jpeg,(19213)_(1),2,[    0.94613     0.95321],Bad,Good,0.498
2025-01-28,2025-01-28_10_52_19_(19213)_mackerel_input.jpeg,(19213)_(2),2,[    0.94613     0.95321],Bad,Bad,Softness-0.10499999672174454
2025-01-28,2025-01-28_10_54_04_(19223)_mackerel_input.jpeg,(19223)_(1),2,[     0.9432     0.95036],Bad,Bad,Softness-0.07999999821186066
2025-01-28,2025-01-28_10_54_04_(19223)_mackerel_input.jpeg,(19223)_(2),2,[     0.9432     0.95036],Bad,Bad,Softness-0.07400000095367432
2025-01-28,2025-01-28_10_50_33_(19200)_mackerel_input.jpeg,(19200)_(1),2,[    0.96078     0.95748],Bad,Bad,Damaged-0.8628641963005066
2025-01-28,2025-01-28_10_50_33_(19200)_mackerel_input.jpeg,(19200)_(2),2,[    0.96078     0.95748],Bad,Good,0.801
2025-01-28,2025-01-28_10_42_46_(19177)_mackerel_input.jpeg,(19177)_(1),2,[     0.9523     0.94066],Bad,Good,0.482
2025-01-28,2025-01-28_10_42_46_(19177)_mackerel_input.jpeg,(19177)_(2),2,[     0.9523     0.94066],Bad,Bad,Softness-0.013000000268220901
2025-01-28,2025-01-28_10_43_22_(19182)_mackerel_input.jpeg,(19182)_(1),2,[    0.95945     0.95136],Bad,Good,0.414
2025-01-28,2025-01-28_10_43_22_(19182)_mackerel_input.jpeg,(19182)_(2),2,[    0.95945     0.95136],Bad,Good,0.756
2025-01-28,2025-01-28_10_50_50_(19202)_mackerel_input.jpeg,(19202)_(1),2,[    0.94407     0.95713],Bad,Bad,Softness-0.01600000075995922
2025-01-28,2025-01-28_10_50_50_(19202)_mackerel_input.jpeg,(19202)_(2),2,[    0.94407     0.95713],Bad,Bad,Softness-0.09000000357627869
2025-01-28,2025-01-28_10_50_43_(19201)_mackerel_input.jpeg,(19201)_(1),2,[    0.93939     0.93897],Bad,Good,0.485
2025-01-28,2025-01-28_10_50_43_(19201)_mackerel_input.jpeg,(19201)_(2),2,[    0.93939     0.93897],Bad,Good,0.769
2025-01-28,2025-01-28_10_52_39_(19215)_mackerel_input.jpeg,(19215)_(1),2,[    0.94662      0.9541],Bad,Bad,Softness-0.041999999433755875
2025-01-28,2025-01-28_10_52_39_(19215)_mackerel_input.jpeg,(19215)_(2),2,[    0.94662      0.9541],Bad,Good,0.332
2025-01-28,2025-01-28_10_53_16_(19218)_mackerel_input.jpeg,(19218)_(1),2,[    0.94797     0.95151],Bad,Good,0.877
2025-01-28,2025-01-28_10_53_16_(19218)_mackerel_input.jpeg,(19218)_(2),2,[    0.94797     0.95151],Bad,Bad,Softness-0.003000000026077032
2025-01-28,2025-01-28_10_43_51_(19186)_mackerel_input.jpeg,(19186)_(1),2,[    0.94593     0.94842],Bad,Good,0.349
2025-01-28,2025-01-28_10_43_51_(19186)_mackerel_input.jpeg,(19186)_(2),2,[    0.94593     0.94842],Bad,Bad,Softness-0.07500000298023224
2025-01-28,2025-01-28_10_53_49_(19221)_mackerel_input.jpeg,(19221)_(1),2,[    0.91295      0.9435],Bad,Bad,Softness-0.1550000011920929
2025-01-28,2025-01-28_10_53_49_(19221)_mackerel_input.jpeg,(19221)_(2),2,[    0.91295      0.9435],Bad,Bad,Softness-0.01600000075995922
2025-01-28,2025-01-28_10_51_29_(19207)_mackerel_input.jpeg,(19207)_(1),2,[    0.94309     0.93824],Bad,Good,0.87
2025-01-28,2025-01-28_10_51_29_(19207)_mackerel_input.jpeg,(19207)_(2),2,[    0.94309     0.93824],Bad,Good,0.286
2025-01-28,2025-01-28_10_50_10_(19198)_mackerel_input.jpeg,(19198)_(1),2,[    0.93503     0.94184],Bad,Good,0.268
2025-01-28,2025-01-28_10_50_10_(19198)_mackerel_input.jpeg,(19198)_(2),2,[    0.93503     0.94184],Bad,Bad,Softness-0.03799999877810478
2025-01-28,2025-01-28_10_52_04_(19211)_mackerel_input.jpeg,(19211)_(1),2,[    0.95538     0.94695],Bad,Good,0.785
2025-01-28,2025-01-28_10_52_04_(19211)_mackerel_input.jpeg,(19211)_(2),2,[    0.95538     0.94695],Bad,Bad,Damaged-0.9178254008293152
2025-01-28,2025-01-28_10_45_08_(19194)_mackerel_input.jpeg,(19194)_(1),2,[    0.95338     0.95057],Bad,Good,0.925
2025-01-28,2025-01-28_10_45_08_(19194)_mackerel_input.jpeg,(19194)_(2),2,[    0.95338     0.95057],Bad,Bad,Softness-0.07500000298023224
2025-01-28,2025-01-28_10_52_11_(19212)_mackerel_input.jpeg,(19212)_(1),2,[    0.94991      0.9418],Bad,Bad,Softness-0.01600000075995922
2025-01-28,2025-01-28_10_52_11_(19212)_mackerel_input.jpeg,(19212)_(2),2,[    0.94991      0.9418],Bad,Good,0.28
2025-01-28,2025-01-28_10_51_55_(19210)_mackerel_input.jpeg,(19210)_(1),2,[     0.9485     0.94849],Bad,Bad,Softness-0.019999999552965164
2025-01-28,2025-01-28_10_51_55_(19210)_mackerel_input.jpeg,(19210)_(2),2,[     0.9485     0.94849],Bad,Bad,Softness-0.14499999582767487
2025-01-28,2025-01-28_11_01_30_(19230)_mackerel_input.jpeg,(19230)_(1),2,[    0.96383      0.9493],Good,Good,0.97
2025-01-28,2025-01-28_11_01_30_(19230)_mackerel_input.jpeg,(19230)_(2),2,[    0.96383      0.9493],Good,Good,0.953
2025-01-28,2025-01-28_11_02_05_(19236)_mackerel_input.jpeg,(19236)_(1),2,[    0.95107     0.95566],Good,Good,0.971
2025-01-28,2025-01-28_11_02_05_(19236)_mackerel_input.jpeg,(19236)_(2),2,[    0.95107     0.95566],Good,Good,0.971
2025-01-28,2025-01-28_11_12_52_(19249)_mackerel_input.jpeg,(19249)_(1),2,[    0.94889     0.93823],Good,Good,0.973
2025-01-28,2025-01-28_11_12_52_(19249)_mackerel_input.jpeg,(19249)_(2),2,[    0.94889     0.93823],Good,Bad,Softness-0.18000000715255737
2025-01-28,2025-01-28_11_12_32_(19246)_mackerel_input.jpeg,(19246)_(1),2,[     0.9518     0.95307],Good,Good,0.643
2025-01-28,2025-01-28_11_12_32_(19246)_mackerel_input.jpeg,(19246)_(2),2,[     0.9518     0.95307],Good,Good,0.975
2025-01-28,2025-01-28_11_01_20_(19228)_mackerel_input.jpeg,(19228)_(1),2,[    0.95524     0.95636],Good,Good,0.989
2025-01-28,2025-01-28_11_01_20_(19228)_mackerel_input.jpeg,(19228)_(2),2,[    0.95524     0.95636],Good,Good,0.961
2025-01-28,2025-01-28_11_01_35_(19231)_mackerel_input.jpeg,(19231)_(1),2,[    0.94458     0.96077],Good,Good,0.989
2025-01-28,2025-01-28_11_01_35_(19231)_mackerel_input.jpeg,(19231)_(2),2,[    0.94458     0.96077],Good,Good,0.97
2025-01-28,2025-01-28_11_12_39_(19247)_mackerel_input.jpeg,(19247)_(1),2,[    0.94889     0.95057],Good,Good,0.955
2025-01-28,2025-01-28_11_12_39_(19247)_mackerel_input.jpeg,(19247)_(2),2,[    0.94889     0.95057],Good,Good,0.988
2025-01-28,2025-01-28_11_01_59_(19235)_mackerel_input.jpeg,(19235)_(1),2,[    0.95508     0.94916],Good,Good,0.978
2025-01-28,2025-01-28_11_01_59_(19235)_mackerel_input.jpeg,(19235)_(2),2,[    0.95508     0.94916],Good,Good,0.973
2025-01-28,2025-01-28_11_12_26_(19245)_mackerel_input.jpeg,(19245)_(1),2,[    0.94397     0.95633],Good,Good,0.953
2025-01-28,2025-01-28_11_12_26_(19245)_mackerel_input.jpeg,(19245)_(2),2,[    0.94397     0.95633],Good,Good,0.977
2025-01-28,2025-01-28_11_00_59_(19225)_mackerel_input.jpeg,(19225)_(1),2,[    0.94121     0.94608],Good,Good,0.985
2025-01-28,2025-01-28_11_00_59_(19225)_mackerel_input.jpeg,(19225)_(2),2,[    0.94121     0.94608],Good,Good,0.987
2025-01-28,2025-01-28_11_12_20_(19244)_mackerel_input.jpeg,(19244)_(1),2,[    0.94393     0.95149],Good,Good,0.987
2025-01-28,2025-01-28_11_12_20_(19244)_mackerel_input.jpeg,(19244)_(2),2,[    0.94393     0.95149],Good,Good,0.93
2025-01-28,2025-01-28_11_12_14_(19243)_mackerel_input.jpeg,(19243)_(1),2,[    0.95815      0.9553],Good,Good,0.655
2025-01-28,2025-01-28_11_12_14_(19243)_mackerel_input.jpeg,(19243)_(2),2,[    0.95815      0.9553],Good,Good,0.985
2025-01-28,2025-01-28_11_01_07_(19226)_mackerel_input.jpeg,(19226)_(1),2,[    0.94894     0.95608],Good,Good,0.99
2025-01-28,2025-01-28_11_01_07_(19226)_mackerel_input.jpeg,(19226)_(2),2,[    0.94894     0.95608],Good,Good,0.899
2025-01-28,2025-01-28_11_01_51_(19234)_mackerel_input.jpeg,(19234)_(1),2,[    0.94707     0.95023],Good,Bad,Softness-0.11599999666213989
2025-01-28,2025-01-28_11_01_51_(19234)_mackerel_input.jpeg,(19234)_(2),2,[    0.94707     0.95023],Good,Good,0.98
2025-01-28,2025-01-28_11_12_01_(19241)_mackerel_input.jpeg,(19241)_(1),2,[    0.95341     0.94946],Good,Good,0.969
2025-01-28,2025-01-28_11_12_01_(19241)_mackerel_input.jpeg,(19241)_(2),2,[    0.95341     0.94946],Good,Bad,Softness-0.04899999871850014
2025-01-28,2025-01-28_11_11_54_(19240)_mackerel_input.jpeg,(19240)_(1),2,[    0.94533     0.93644],Good,Good,0.986
2025-01-28,2025-01-28_11_11_54_(19240)_mackerel_input.jpeg,(19240)_(2),2,[    0.94533     0.93644],Good,Good,0.919
2025-01-28,2025-01-28_11_01_46_(19233)_mackerel_input.jpeg,(19233)_(1),2,[    0.94427     0.95528],Good,Good,0.872
2025-01-28,2025-01-28_11_01_46_(19233)_mackerel_input.jpeg,(19233)_(2),2,[    0.94427     0.95528],Good,Good,0.965
2025-01-28,2025-01-28_11_02_17_(19238)_mackerel_input.jpeg,(19238)_(1),2,[    0.94935     0.94752],Good,Bad,Softness-0.1509999930858612
2025-01-28,2025-01-28_11_02_17_(19238)_mackerel_input.jpeg,(19238)_(2),2,[    0.94935     0.94752],Good,Good,0.984
2025-01-28,2025-01-28_11_01_13_(19227)_mackerel_input.jpeg,(19227)_(1),2,[     0.9505     0.95667],Good,Good,0.989
2025-01-28,2025-01-28_11_01_13_(19227)_mackerel_input.jpeg,(19227)_(2),2,[     0.9505     0.95667],Good,Good,0.358
2025-01-28,2025-01-28_11_01_40_(19232)_mackerel_input.jpeg,(19232)_(1),2,[    0.95535     0.95205],Good,Good,0.989
